Transaction,OTHERS,beverage,bread,breakfast,breakfast_pastry,condiments,dessert,kids,lunch,snacks,hour,day
1729,0,2,0,0,0,0,0,0,0,0,10,6
1730,0,0,1,0,0,0,0,0,0,0,10,6
1731,0,2,0,0,0,0,1,0,0,0,10,6
1732,0,1,1,0,0,0,0,0,0,0,10,6
1733,0,1,1,0,1,0,0,0,0,0,10,6
1734,0,1,1,0,0,0,0,0,0,0,10,6
1735,0,0,1,0,0,0,0,0,0,0,10,6
1736,1,0,0,0,3,0,0,0,0,0,10,6
1737,0,2,0,0,0,0,2,0,0,0,11,6
1738,0,0,1,0,0,0,0,0,0,0,11,6
1739,1,2,0,0,0,0,0,0,0,0,11,6
1740,0,2,2,0,1,0,0,0,0,0,11,6
1741,0,0,1,0,0,0,0,0,0,0,11,6
1742,0,1,1,0,0,0,0,0,0,0,11,6
1743,0,1,0,0,1,0,0,0,0,0,11,6
1744,1,2,0,0,0,0,0,0,0,0,11,6
1745,0,2,0,0,0,0,0,0,0,0,11,6
1746,0,0,0,0,2,0,0,0,0,0,11,6
1747,0,1,0,0,0,0,1,0,0,0,11,6
1748,0,1,0,0,0,0,1,0,0,0,11,6
1749,1,2,0,0,1,0,1,0,0,0,11,6
1750,0,2,1,0,0,0,0,0,0,0,11,6
1751,0,0,1,0,0,0,0,0,0,0,11,6
1752,0,1,0,0,0,0,2,1,2,0,11,6
1753,1,0,0,0,0,0,0,0,0,0,11,6
1754,0,0,0,0,0,1,0,0,0,0,11,6
1755,1,1,1,0,0,0,1,0,0,0,12,6
1756,0,1,1,0,0,0,0,0,0,0,12,6
1757,0,0,0,0,0,0,1,0,0,0,12,6
1758,2,0,1,0,1,0,0,0,0,0,12,6
1759,0,0,1,0,0,0,2,0,0,0,12,6
1760,1,3,0,0,0,0,2,0,0,0,12,6
1761,1,0,1,0,0,0,0,0,0,0,12,6
1762,0,2,0,0,0,0,0,0,0,0,12,6
1763,0,0,1,0,0,1,0,0,0,0,12,6
1764,0,0,0,0,0,0,1,0,0,0,12,6
1765,1,2,0,0,0,0,0,0,1,0,12,6
1767,0,2,0,0,0,0,0,0,0,0,12,6
1768,0,0,1,0,0,0,0,0,0,0,12,6
1769,0,1,1,0,0,0,0,0,0,0,12,6
1770,1,0,0,0,0,0,0,0,0,0,13,6
1771,0,1,0,0,1,0,0,0,0,0,13,6
1772,0,2,1,0,0,0,2,0,0,0,13,6
1773,0,0,1,0,0,0,0,0,0,0,13,6
1774,0,0,0,0,0,0,1,0,2,0,13,6
1775,0,1,1,0,0,0,1,1,0,0,14,6
1776,0,0,1,0,0,0,0,0,0,0,14,6
1777,0,1,0,0,0,1,3,0,0,0,14,6
1778,0,2,0,0,0,0,1,0,0,0,14,6
1779,0,1,0,0,1,0,1,0,0,0,14,6
1780,2,1,0,0,0,0,0,0,0,0,14,6
1781,0,0,1,0,0,0,0,0,0,0,14,6
1782,0,0,0,0,1,0,1,0,0,0,14,6
1783,0,1,1,0,0,0,2,0,0,0,14,6
1784,0,0,1,0,0,0,0,0,0,0,14,6
1785,0,1,0,0,0,0,1,0,0,0,14,6
1786,0,1,1,0,0,0,0,0,0,0,15,6
1787,0,1,0,0,1,0,1,0,0,0,15,6
1788,0,0,2,0,0,0,0,0,0,0,15,6
1789,0,1,0,0,1,0,3,0,0,0,15,6
1790,0,1,0,0,1,0,1,0,0,0,15,6
1791,0,1,0,0,1,0,1,0,0,0,15,6
1792,0,1,0,0,0,0,1,0,0,0,15,6
1793,0,2,0,0,0,0,2,0,0,0,15,6
1794,0,0,0,0,0,0,1,0,0,0,15,6
1795,0,0,1,0,0,0,0,0,0,0,15,6
1796,0,1,0,0,0,0,1,0,0,0,15,6
1797,1,0,1,0,0,0,1,0,0,0,15,6
1798,0,1,0,0,0,0,0,0,0,0,15,6
1799,1,0,0,0,0,0,0,0,0,0,18,6
1800,0,1,0,0,0,0,0,0,0,0,7,0
1801,0,1,0,0,0,0,0,0,0,0,8,0
1802,0,0,1,0,0,0,0,0,0,0,8,0
1803,0,1,0,0,0,0,0,0,0,0,8,0
1804,0,1,0,0,0,0,0,0,0,0,9,0
1805,0,0,1,0,1,0,0,0,0,0,9,0
1806,0,1,0,0,0,0,0,0,0,0,9,0
1807,1,1,0,0,0,0,0,0,0,0,9,0
1808,1,2,0,0,0,0,0,0,0,0,9,0
1809,0,1,0,0,1,0,0,0,0,0,9,0
1810,0,1,0,0,0,0,0,0,0,0,9,0
1811,0,1,0,0,1,0,0,0,0,0,9,0
1812,0,1,0,0,0,0,0,0,0,0,10,0
1813,1,1,0,0,0,0,0,0,0,0,10,0
1814,0,2,0,0,1,0,0,0,0,0,10,0
1815,0,1,0,0,2,0,0,0,0,0,10,0
1816,1,1,0,0,0,0,0,0,0,0,10,0
1817,0,1,0,0,0,0,0,0,0,0,11,0
1818,0,1,0,0,0,0,0,0,0,0,11,0
1819,1,2,0,0,0,0,1,0,0,0,11,0
1820,0,1,0,0,0,0,0,0,0,0,11,0
1821,3,2,1,0,0,0,0,0,0,0,12,0
1822,1,1,0,0,0,0,0,0,0,0,12,0
1823,0,1,1,0,0,0,0,0,0,0,12,0
1824,1,0,0,0,0,0,0,0,0,0,12,0
1825,0,1,0,0,0,0,0,0,0,0,12,0
1826,0,0,0,0,0,0,0,0,1,0,13,0
1827,1,0,1,0,0,0,0,0,0,0,13,0
1828,0,1,0,0,0,0,0,0,0,0,13,0
1829,0,1,0,0,0,0,1,0,0,0,13,0
1830,1,1,1,0,0,0,0,0,0,0,14,0
1831,0,0,0,0,0,0,1,0,0,0,14,0
1832,0,0,1,0,2,0,1,0,0,0,14,0
1833,0,0,1,0,0,0,0,0,0,0,14,0
1834,0,1,0,0,0,0,2,0,0,0,14,0
1835,0,1,0,0,1,0,0,0,0,0,14,0
1836,0,1,0,0,0,0,1,0,0,0,14,0
1837,0,2,1,0,1,0,0,0,1,0,14,0
1838,0,0,0,0,0,0,1,0,0,0,15,0
1839,0,2,0,0,0,0,0,0,0,0,15,0
1840,1,1,0,0,0,0,1,1,0,0,15,0
1841,0,2,1,0,0,0,1,0,0,0,15,0
1842,0,0,1,0,0,0,0,0,0,0,16,0
1843,1,0,0,0,0,0,0,0,0,0,16,0
1844,0,2,0,0,1,0,0,0,0,0,16,0
1845,0,0,0,0,0,0,1,0,0,0,16,0
1846,0,0,0,0,0,0,1,0,0,0,16,0
1847,0,1,0,0,1,0,0,0,0,0,8,1
1848,1,1,0,0,0,0,0,0,0,0,9,1
1849,0,1,0,0,0,0,0,0,0,0,9,1
1850,0,1,0,0,1,0,0,0,0,0,9,1
1851,0,0,2,0,0,0,0,0,0,0,9,1
1852,0,0,2,0,0,0,0,0,0,0,10,1
1853,1,2,0,0,1,0,0,0,0,0,10,1
1854,0,0,1,0,0,0,0,0,0,0,10,1
1855,0,1,0,0,0,0,0,0,0,0,10,1
1856,0,0,1,0,0,0,0,0,0,0,10,1
1857,0,1,0,0,0,0,1,0,0,0,10,1
1858,0,2,0,0,1,0,0,0,0,0,10,1
1859,0,1,0,0,0,0,0,0,0,0,11,1
1860,0,1,1,0,0,0,1,0,0,0,11,1
1861,0,1,0,0,0,0,0,0,1,0,12,1
1862,0,1,1,0,1,0,1,0,0,0,12,1
1863,0,0,1,0,0,0,0,0,0,0,12,1
1864,0,1,0,0,1,0,1,0,0,0,12,1
1865,0,0,1,0,0,0,0,0,0,0,12,1
1866,0,1,0,0,0,0,0,0,0,0,13,1
1867,0,0,0,0,1,0,0,0,0,0,13,1
1868,0,1,1,0,1,0,0,0,0,0,13,1
1869,1,1,0,0,0,0,1,0,0,0,13,1
1870,0,1,0,0,1,0,0,0,0,0,13,1
1871,0,1,0,0,0,0,0,0,0,0,13,1
1872,0,2,0,0,0,0,2,0,0,0,13,1
1873,0,0,1,0,0,0,0,0,0,0,14,1
1874,0,1,0,0,0,0,1,0,0,0,14,1
1875,0,3,0,0,0,0,2,0,1,0,14,1
1876,0,2,0,0,0,0,2,0,0,0,15,1
1877,0,2,0,0,0,0,0,0,0,0,15,1
1878,0,1,0,0,0,0,0,0,0,0,15,1
1879,0,1,0,0,0,0,1,0,0,0,15,1
1880,0,0,1,0,0,0,1,0,0,0,15,1
1881,0,0,1,0,0,0,0,0,0,0,15,1
1882,0,1,0,0,0,0,0,0,0,0,15,1
1884,1,0,0,0,0,0,0,0,0,0,16,1
1885,0,1,0,0,0,0,2,0,0,0,16,1
1886,0,2,0,0,1,0,0,0,0,0,16,1
1887,0,1,0,0,0,0,0,0,0,0,16,1
1888,0,1,1,0,0,0,0,0,0,0,17,1
1889,0,1,0,0,0,0,1,0,0,0,17,1
1890,0,1,0,0,0,0,1,0,0,0,8,2
1891,1,2,0,0,1,0,0,0,0,0,9,2
1892,1,2,0,0,1,0,0,0,0,0,9,2
1893,1,2,0,0,1,0,0,0,0,0,9,2
1894,1,1,1,0,0,0,0,0,0,0,9,2
1895,0,1,0,0,0,0,0,0,0,0,10,2
1896,1,1,0,0,0,0,0,0,0,0,10,2
1897,0,1,0,0,0,0,0,0,0,0,10,2
1898,0,1,1,0,0,0,0,0,0,0,10,2
1899,0,1,0,0,0,0,0,0,1,0,10,2
1900,1,0,1,0,0,0,1,0,0,0,10,2
1901,0,1,0,0,0,0,0,0,0,0,10,2
1902,0,0,0,0,0,0,2,0,0,0,11,2
1903,0,0,1,0,0,0,0,0,0,0,11,2
1904,1,1,1,0,0,0,0,0,0,0,11,2
1905,0,1,0,0,0,0,1,0,0,0,11,2
1906,0,1,0,0,0,0,0,0,0,0,11,2
1907,0,2,0,0,1,0,1,0,0,0,12,2
1908,0,1,0,0,0,0,1,0,0,0,12,2
1909,1,1,0,0,0,0,0,0,0,0,12,2
1910,1,2,1,0,1,0,1,0,0,0,12,2
1911,0,1,0,0,0,0,0,0,0,0,13,2
1912,0,0,0,0,0,0,1,0,0,0,13,2
1913,0,0,0,0,0,0,0,0,1,0,13,2
1914,0,1,0,0,0,0,0,0,0,0,13,2
1915,0,1,0,0,0,0,0,0,1,0,13,2
1916,0,0,0,0,0,1,0,0,0,0,13,2
1917,1,1,0,0,0,0,1,0,0,0,13,2
1919,0,0,1,0,0,0,0,0,0,0,14,2
1920,1,0,1,0,0,0,0,0,0,0,14,2
1921,0,0,1,0,0,0,0,0,0,0,14,2
1922,1,1,0,0,0,0,0,0,0,0,14,2
1923,0,1,0,0,0,0,0,0,1,0,14,2
1924,0,1,0,0,0,0,0,0,0,0,15,2
1925,0,1,0,0,0,0,1,0,0,0,15,2
1926,0,2,0,0,0,0,1,0,0,0,15,2
1927,0,1,0,0,0,0,0,0,0,0,15,2
1928,0,1,0,0,0,0,0,0,0,0,15,2
1929,0,1,0,0,0,0,0,0,0,0,16,2
1930,0,1,0,0,1,0,0,0,0,0,16,2
1931,0,0,1,0,0,0,1,0,0,0,16,2
1932,0,1,0,0,0,0,0,0,0,0,16,2
1933,1,1,0,0,0,0,0,0,0,0,17,2
1934,0,0,1,0,0,0,0,0,0,0,17,2
1935,0,0,1,0,0,0,0,0,0,0,8,3
1936,0,1,0,0,0,0,0,0,0,0,9,3
1937,0,1,0,0,0,0,0,0,0,0,9,3
1938,0,1,0,0,0,0,0,0,0,0,9,3
1939,0,0,0,0,1,0,0,0,0,0,9,3
1940,1,1,0,0,0,0,0,0,0,0,9,3
1941,0,0,1,0,1,0,0,0,0,0,9,3
1942,1,0,1,0,0,0,0,0,0,0,9,3
1943,1,0,0,0,1,0,0,0,0,0,9,3
1944,0,1,0,0,0,0,0,0,0,0,9,3
1945,0,1,0,0,1,0,0,0,0,0,9,3
1946,0,0,1,0,1,0,0,0,0,0,9,3
1947,0,0,0,0,3,0,1,0,0,0,9,3
1948,0,1,0,0,0,0,0,0,0,0,9,3
1949,0,1,0,0,0,0,0,0,0,0,10,3
1950,0,1,0,0,0,0,1,0,0,0,10,3
1951,0,1,1,0,0,0,0,0,0,0,10,3
1952,0,1,0,0,0,0,0,0,0,0,10,3
1953,0,1,1,0,0,0,1,0,0,0,10,3
1954,0,1,2,0,0,0,0,0,0,0,10,3
1955,0,1,0,0,0,0,1,0,0,0,10,3
1956,1,1,0,0,0,0,0,0,0,0,10,3
1957,0,0,1,0,0,0,1,0,0,0,10,3
1958,1,1,1,0,0,0,0,0,1,0,10,3
1959,0,0,1,0,0,0,0,0,0,0,10,3
1960,0,2,0,0,0,0,1,0,0,0,10,3
1961,0,0,1,0,0,0,0,0,0,0,11,3
1962,0,1,0,0,0,0,1,0,0,0,11,3
1963,0,0,1,0,0,0,0,0,0,0,11,3
1964,0,2,0,0,0,0,0,0,0,0,11,3
1965,0,1,0,0,0,0,1,0,0,0,11,3
1966,1,1,1,0,0,0,0,0,0,0,11,3
1967,2,2,0,0,0,0,0,0,0,0,12,3
1968,0,0,1,0,0,0,0,0,0,0,12,3
1969,0,0,1,0,0,0,0,0,0,0,12,3
1970,0,1,1,0,0,0,0,0,0,0,12,3
1971,0,1,0,0,0,0,1,0,0,0,12,3
1972,0,2,0,0,0,0,1,0,1,0,12,3
1973,0,0,0,0,0,0,1,0,0,0,13,3
1974,0,0,1,0,0,0,0,0,1,0,13,3
1975,0,1,0,0,0,0,0,0,0,0,13,3
1976,0,0,1,0,0,0,1,0,0,0,13,3
1977,0,0,0,0,0,0,0,0,1,0,13,3
1978,1,1,0,0,0,0,0,0,1,0,13,3
1979,0,1,0,0,0,0,0,0,0,0,13,3
1980,0,1,0,0,0,0,1,0,0,0,13,3
1981,1,1,1,0,0,0,0,0,0,0,14,3
1982,0,1,0,0,0,0,0,0,1,0,14,3
1983,0,1,0,0,0,0,0,0,0,0,14,3
1984,0,0,0,0,0,0,1,0,0,0,14,3
1985,0,1,0,0,0,0,1,0,0,0,14,3
1986,0,1,0,0,0,0,1,0,0,0,14,3
1987,0,2,0,0,0,0,0,0,0,0,14,3
1988,0,0,1,0,0,0,0,0,0,0,15,3
1989,0,1,0,0,0,0,1,0,0,0,15,3
1990,0,0,0,0,0,0,2,0,0,0,15,3
1991,2,1,0,0,0,0,0,0,0,0,16,3
1992,0,1,0,0,0,0,0,0,0,0,16,3
1993,0,1,0,0,0,0,1,0,0,0,16,3
1994,0,2,0,0,0,0,0,0,0,0,16,3
1995,2,1,0,0,0,0,0,1,0,0,17,3
1996,0,0,0,0,0,0,0,1,0,0,17,3
1997,0,1,0,0,1,0,0,0,0,0,8,4
1998,1,1,0,0,0,0,0,0,0,0,8,4
1999,0,2,0,0,0,0,0,0,0,0,9,4
2000,0,1,1,0,0,0,0,0,0,0,9,4
2001,0,1,0,0,1,0,0,0,0,0,9,4
2002,0,1,0,0,0,0,0,0,0,0,9,4
2003,0,1,0,0,0,0,0,0,0,0,9,4
2004,0,1,1,0,1,0,0,0,0,0,9,4
2005,0,1,1,0,0,0,0,0,0,0,9,4
2006,0,0,1,0,0,0,0,0,0,0,9,4
2007,1,1,1,0,0,0,0,0,0,0,9,4
2008,0,1,0,0,0,0,0,0,0,0,9,4
2009,0,2,0,0,0,0,0,0,0,0,9,4
2010,1,1,1,0,0,0,1,0,0,0,9,4
2011,0,1,0,0,1,0,0,0,0,0,9,4
2012,0,0,1,0,0,0,0,0,0,0,9,4
2013,0,1,0,0,0,0,1,0,0,0,10,4
2014,1,1,0,0,0,0,0,0,0,0,10,4
2015,0,1,0,0,0,0,0,0,0,0,10,4
2016,0,0,1,0,1,0,0,0,0,0,10,4
2017,0,0,2,0,0,0,0,0,0,0,10,4
2018,0,1,0,0,1,0,0,0,0,0,10,4
2019,0,0,1,0,0,0,0,0,0,0,10,4
2020,0,2,0,0,0,0,0,0,0,0,10,4
2021,0,1,0,0,0,0,0,0,0,0,10,4
2022,0,0,1,0,0,0,0,0,0,0,11,4
2023,1,0,0,0,0,0,0,0,0,0,11,4
2024,0,1,0,0,1,0,0,0,0,0,11,4
2025,0,2,0,0,0,0,2,0,0,0,11,4
2026,0,1,0,0,0,0,1,0,0,0,11,4
2027,0,1,0,0,0,0,0,0,1,0,11,4
2028,0,1,0,0,0,0,0,0,0,0,12,4
2029,0,2,0,0,0,0,0,0,0,0,12,4
2030,0,0,1,0,0,0,0,0,0,0,12,4
2031,1,1,1,0,0,0,0,0,0,0,12,4
2032,1,0,0,0,0,0,0,0,0,0,12,4
2033,0,1,0,0,0,0,0,0,0,0,12,4
2034,1,1,0,0,0,0,0,0,0,0,12,4
2035,0,0,1,0,0,0,0,0,1,0,12,4
2036,2,1,0,0,0,0,0,0,0,0,12,4
2037,0,0,1,0,0,0,0,0,0,0,12,4
2038,0,1,0,0,0,0,1,0,0,0,12,4
2039,1,2,0,0,0,0,0,0,0,0,12,4
2040,1,1,0,0,0,0,0,0,0,0,12,4
2041,0,0,0,0,0,0,1,0,0,0,12,4
2042,1,1,0,0,0,0,0,0,0,0,13,4
2043,0,1,1,0,0,0,0,0,0,0,13,4
2044,0,0,1,0,0,0,0,0,0,0,13,4
2045,1,1,1,0,0,0,0,0,1,0,13,4
2047,1,0,0,0,0,0,0,0,0,0,13,4
2048,1,1,0,0,0,0,0,0,0,0,13,4
2049,1,0,1,0,0,0,0,0,0,0,13,4
2050,1,1,0,0,0,0,0,0,0,0,13,4
2051,0,0,1,0,0,1,0,0,1,0,14,4
2052,0,1,1,0,0,0,0,0,1,0,14,4
2053,1,1,0,0,0,0,0,0,0,0,14,4
2054,0,1,0,0,0,0,0,0,0,0,14,4
2055,0,0,1,0,1,0,0,0,0,0,14,4
2057,0,2,0,0,0,0,0,0,0,0,15,4
2058,0,0,1,0,0,0,1,0,0,0,15,4
2059,0,0,1,0,0,0,2,0,0,0,15,4
2060,1,0,0,0,0,0,0,0,0,0,15,4
2061,0,1,0,0,1,0,0,0,0,0,16,4
2062,0,0,0,0,1,0,0,0,0,0,16,4
2063,0,1,1,0,2,0,0,0,0,0,16,4
2065,0,1,0,0,0,0,2,0,0,0,17,4
2066,0,1,1,0,1,0,2,0,0,0,17,4
2067,0,0,0,0,2,0,0,0,0,0,17,4
2068,0,0,0,0,0,0,1,0,0,0,17,4
2069,0,0,1,0,0,0,0,0,0,0,8,5
2070,0,1,0,0,0,0,0,0,0,0,8,5
2071,0,1,2,0,0,0,0,0,0,0,8,5
2072,0,0,1,0,0,0,0,0,0,0,9,5
2073,0,1,1,0,1,0,0,0,0,0,9,5
2074,0,0,1,0,0,0,0,0,0,0,9,5
2075,0,0,1,0,0,0,0,0,0,0,9,5
2076,0,0,0,0,1,0,0,0,0,0,9,5
2077,1,0,1,0,0,0,0,0,0,0,9,5
2078,1,0,0,0,0,0,0,0,0,0,9,5
2079,0,1,1,0,1,0,0,0,0,0,9,5
2080,0,1,0,0,0,0,0,0,0,0,10,5
2081,0,1,0,0,0,0,0,0,0,0,10,5
2082,0,0,1,0,1,0,0,0,0,0,10,5
2083,0,0,0,0,0,0,1,0,0,0,10,5
2084,0,1,0,0,1,0,0,0,0,0,10,5
2085,0,0,1,0,0,0,0,0,0,0,10,5
2086,0,0,1,0,0,0,0,0,0,0,10,5
2087,0,0,0,0,1,0,0,0,0,0,10,5
2088,0,0,1,0,0,0,0,0,0,0,10,5
2089,0,1,0,0,0,0,0,0,0,0,10,5
2090,0,0,1,0,0,0,0,0,0,0,10,5
2091,0,0,1,0,0,0,0,0,0,0,10,5
2092,0,1,0,0,1,0,0,0,0,0,10,5
2093,0,0,1,0,0,0,0,0,0,0,10,5
2094,1,2,1,0,1,0,0,0,0,0,10,5
2095,0,0,1,0,0,0,0,0,0,0,10,5
2096,0,0,0,0,2,1,1,0,0,0,10,5
2097,0,0,1,0,1,0,0,0,0,0,10,5
2098,0,1,0,0,0,0,0,0,0,0,10,5
2099,0,1,0,0,0,0,0,0,0,0,10,5
2100,0,0,1,0,0,0,0,0,0,0,10,5
2101,0,0,1,0,0,0,0,0,0,0,10,5
2102,0,1,0,0,2,0,0,0,0,0,11,5
2103,0,1,1,0,2,0,0,0,0,0,11,5
2104,1,0,1,0,1,0,0,0,0,0,11,5
2105,0,2,0,0,1,0,0,0,0,0,11,5
2106,0,1,0,0,0,0,0,0,0,0,11,5
2107,0,1,0,0,0,0,0,0,0,0,11,5
2108,0,2,0,0,0,0,0,0,0,0,11,5
2109,0,3,0,0,2,0,1,0,0,0,11,5
2110,0,1,0,0,0,0,0,0,0,0,11,5
2111,0,0,0,0,1,0,0,0,0,0,11,5
2112,1,2,1,0,0,0,1,0,0,0,11,5
2113,0,1,0,0,0,0,1,0,0,0,11,5
2114,0,1,1,0,0,0,0,0,0,0,12,5
2115,0,0,1,0,0,0,0,0,0,0,12,5
2116,1,2,0,0,0,0,0,0,0,0,12,5
2117,1,1,0,0,0,0,0,0,1,0,12,5
2118,0,2,0,0,0,0,0,0,1,0,12,5
2119,0,0,1,0,0,0,0,0,0,0,12,5
2120,0,1,0,0,1,0,0,0,0,0,12,5
2121,0,0,2,0,0,0,0,0,0,0,12,5
2122,0,2,0,0,0,0,0,0,0,0,12,5
2123,1,1,0,0,0,0,1,0,0,0,13,5
2124,0,2,0,0,0,0,0,0,1,0,13,5
2125,0,1,0,0,0,0,1,0,0,0,13,5
2126,0,2,0,0,0,0,0,0,0,0,13,5
2127,0,0,1,0,0,0,0,0,0,0,13,5
2128,0,0,1,0,0,0,0,0,0,0,13,5
2129,1,1,0,0,0,0,0,0,0,0,13,5
2130,0,0,0,0,1,0,2,0,0,0,13,5
2131,0,1,0,0,0,0,0,0,0,0,13,5
2132,0,0,1,0,0,0,0,0,0,0,13,5
2133,1,0,1,0,0,0,0,0,0,0,13,5
2134,0,0,1,0,0,0,0,0,0,0,13,5
2135,1,1,1,0,0,0,0,0,1,0,13,5
2136,0,2,0,0,0,0,0,0,0,0,14,5
2137,0,0,0,0,1,0,0,0,0,0,14,5
2138,0,1,0,0,0,0,0,0,1,0,14,5
2139,1,0,0,0,0,0,0,0,0,0,14,5
2140,0,0,1,0,0,0,0,0,0,0,14,5
2141,1,1,0,0,1,0,0,0,0,0,14,5
2142,0,2,0,0,1,0,1,0,0,0,14,5
2143,0,2,0,0,0,0,2,0,0,0,14,5
2144,0,0,0,0,0,0,1,0,0,0,14,5
2145,0,0,1,0,0,0,0,0,1,0,14,5
2146,0,1,0,0,0,0,1,0,0,0,14,5
2147,0,1,1,0,0,0,1,0,0,0,14,5
2148,0,2,0,0,1,0,0,0,1,0,15,5
2149,0,1,1,0,1,0,1,0,0,0,15,5
2150,0,1,1,0,1,0,0,0,0,0,15,5
2151,0,2,1,0,2,0,0,0,0,0,15,5
2152,0,1,0,0,0,0,1,0,0,0,16,5
2153,0,0,0,0,0,0,2,0,0,0,16,5
2154,0,0,1,0,0,0,0,0,0,0,16,5
2155,1,1,0,0,1,0,1,0,0,0,16,5
2156,1,3,0,0,0,0,2,0,0,0,16,5
2157,0,1,0,0,0,0,1,0,0,0,16,5
2158,2,1,1,0,0,0,0,0,0,0,9,6
2159,0,1,0,0,0,0,0,0,0,0,9,6
2160,2,2,0,0,0,0,0,0,0,0,9,6
2161,0,0,0,0,1,0,0,0,0,0,9,6
2162,1,5,0,0,1,0,1,0,0,0,10,6
2163,0,0,0,0,1,0,1,0,0,0,10,6
2164,0,1,0,0,0,0,1,0,0,0,10,6
2165,1,1,0,0,0,0,0,0,0,0,10,6
2166,0,1,0,0,0,0,0,0,0,0,10,6
2167,0,1,0,0,0,0,1,0,0,0,10,6
2168,1,1,1,0,1,0,0,0,0,0,10,6
2169,0,2,2,0,0,0,0,0,0,0,10,6
2170,1,2,0,0,1,0,0,0,0,0,10,6
2171,0,1,2,0,0,0,0,0,0,0,10,6
2172,0,0,0,0,1,0,1,0,0,0,10,6
2173,0,0,1,0,0,0,0,0,0,0,10,6
2174,0,2,0,0,1,0,0,0,0,0,11,6
2175,0,3,1,0,1,0,0,0,0,0,11,6
2176,0,2,0,0,0,0,1,0,0,0,11,6
2177,1,0,0,0,0,0,1,0,0,0,11,6
2178,0,0,0,0,0,0,1,0,0,0,11,6
2179,0,0,1,0,0,0,0,0,0,0,11,6
2180,0,1,0,0,0,0,0,0,0,0,11,6
2181,1,1,0,0,0,0,0,0,0,0,11,6
2182,0,2,0,0,1,0,0,0,0,0,11,6
2183,2,2,0,0,2,0,0,0,0,0,11,6
2184,1,1,0,0,0,0,0,0,0,0,11,6
2185,1,1,0,0,0,0,0,0,0,0,11,6
2186,0,2,0,0,1,0,0,0,0,0,11,6
2187,0,1,1,0,1,0,0,0,0,0,11,6
2188,0,0,1,0,0,0,0,0,0,0,11,6
2189,0,0,1,0,0,0,0,0,0,0,11,6
2190,0,3,0,0,2,0,2,0,0,0,11,6
2191,0,0,0,0,1,0,0,0,0,0,11,6
2192,0,1,0,0,0,0,1,0,0,0,11,6
2193,1,0,0,0,0,0,0,0,0,0,12,6
2194,1,1,0,0,0,0,0,0,0,0,12,6
2195,3,2,0,0,0,0,0,0,0,0,12,6
2196,0,3,0,0,0,0,2,0,0,0,12,6
2197,1,2,0,0,1,0,0,0,0,0,12,6
2198,1,1,1,0,0,0,0,0,0,0,12,6
2199,1,0,0,0,0,0,0,0,0,0,12,6
2200,0,2,0,0,0,0,1,0,0,0,12,6
2201,1,1,0,0,0,0,0,0,0,0,12,6
2202,0,3,0,0,0,0,0,0,0,0,13,6
2203,0,0,0,0,0,0,2,0,0,0,13,6
2204,1,1,0,0,0,0,0,0,0,0,13,6
2205,0,1,0,0,1,0,0,0,0,0,13,6
2206,0,0,0,0,0,0,2,0,0,0,13,6
2207,2,2,0,0,0,0,2,0,1,0,14,6
2208,0,0,0,0,0,0,1,0,0,0,14,6
2209,0,1,0,0,0,0,0,0,0,0,14,6
2210,0,2,0,0,1,0,1,0,0,0,14,6
2211,0,2,0,0,0,0,2,0,0,0,14,6
2212,0,0,0,0,0,0,1,0,0,0,14,6
2213,1,1,0,0,0,0,0,0,0,0,15,6
2214,0,1,1,0,0,0,2,0,0,0,15,6
2215,0,2,0,0,0,0,0,0,0,0,15,6
2216,0,1,0,0,0,0,0,0,0,0,16,6
2217,0,1,1,0,0,0,0,0,0,0,7,0
2218,0,0,0,0,1,0,0,0,0,0,7,0
2219,0,0,1,0,0,0,0,0,0,0,8,0
2220,0,1,0,0,1,0,0,0,0,0,8,0
2221,0,1,0,0,0,0,0,0,0,0,9,0
2222,0,1,0,0,0,0,0,1,0,0,9,0
2223,0,1,0,0,1,0,0,0,0,0,9,0
2224,0,1,0,0,0,0,0,0,0,0,9,0
2225,1,1,0,0,0,0,1,0,0,0,10,0
2226,0,0,1,0,0,0,0,0,0,0,10,0
2227,0,1,0,0,0,0,0,0,0,0,10,0
2228,0,2,0,0,0,0,0,0,0,0,10,0
2229,0,2,0,0,2,0,0,0,0,0,10,0
2230,0,1,0,0,1,0,0,0,0,0,11,0
2231,0,1,0,0,1,0,0,0,0,0,11,0
2232,1,2,0,0,0,0,0,0,0,0,11,0
2234,0,1,2,0,1,0,1,0,0,0,11,0
2235,1,1,1,0,0,1,0,0,1,0,12,0
2236,0,0,1,0,0,0,1,0,0,0,12,0
2237,0,0,1,0,0,0,0,0,0,0,12,0
2238,0,2,0,0,0,0,1,0,0,0,12,0
2239,0,0,0,0,0,0,0,0,1,0,13,0
2240,1,0,0,0,0,0,0,0,0,0,13,0
2241,0,1,0,0,0,0,0,0,0,0,13,0
2242,0,1,1,0,0,0,2,0,0,0,13,0
2243,0,1,0,0,0,0,0,0,0,0,13,0
2244,0,2,0,0,0,0,1,0,1,0,13,0
2245,0,1,0,0,0,0,0,0,0,0,14,0
2246,0,1,1,0,0,0,0,0,0,0,14,0
2247,1,0,0,0,0,0,0,0,0,0,14,0
2248,0,0,1,0,0,0,0,0,0,0,14,0
2249,0,0,1,0,0,0,0,0,0,0,15,0
2250,0,1,0,0,0,0,0,0,0,0,15,0
2251,0,2,0,0,1,0,1,0,0,0,15,0
